Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Disease_PPR,Disease_Anthrax,Disease_FootRot,Disease_Enterotoxemia,Disease_Parasites,Disease_CaprineArthritisEncephalitis,Disease_CaseousLymphadenitis,Disease_Anemia,Disease_Leukemia,Disease_ViralInfection,Disease_BloodParasites,Disease_BacterialInfection,Disease_AvianLeukosis,Disease_DuckViralDiseases,Disease_Colic,Disease_Strangles,Disease_EquineInfluenza,Disease_Laminitis,Disease_Rabies,Disease_EquineAnemia,Disease_EquineInfectiousAnemia,Disease_Bluetongue,Disease_Scrapie,Disease_OvineJohnesDisease,Disease_SheepPox,Disease_FungalInfection,Disease_Scurvy,Disease_Myxomatosis,Disease_HemorrhagicDisease,Disease_FelineLeukemia,Disease_Ringworm,Disease_FIV,Disease_KidneyDisease,Disease_Hyperthyroidism,Disease_Diabetes,Disease_AvianInfluenza,Disease_NewcastleDisease,Disease_MareksDisease,Disease_Coccidiosis,Disease_FowlPox,Disease_FowlCholera,Disease_Mastitis,Disease_FootMouth,Disease_BovineTB,Disease_Anaplasmosis,Disease_Brucellosis,Disease_LumpySkinDisease,Disease_BovineViralDiarrhea,Disease_Parvovirus,Disease_Distemper,Disease_Heartworm,Disease_SkinInfection,Disease_Leptospirosis,Disease_LymeDisease,Disease_VarroaInfection,Disease_SwineFlu,Disease_AfricanSwineFever,Disease_EColi,Disease_PRRS,Disease_PorcineCircovirus,Disease_Erysipelas,Disease_Trypanosomiasis,Disease_HemorrhagicSepticemia,Disease_WetTail,Disease_RespiratoryInfection,Disease_Tuberculosis,Disease_DuckViralEnteritis,Disease_DuckHepatitis,Disease_BlackheadDisease,Disease_Salmonellosis
Tilapia,8,Male,Breed1,9636.47,4.71,14.52,398139.26,81.26,45.44,39.5,12.66,0.65,0,0,0,0,1,1,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,6,Female,Breed1,4699.47,5.45,17.96,277243.14,91.7,45.85,41.89,47.88,0.86,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Horse,10,Female,Breed3,13844.26,7.4,10.23,373104.91,74.23,18.08,49.0,15.84,1.23,1,1,1,1,0,0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,16,Female,Breed1,14779.34,6.86,17.32,423131.8,69.99,22.11,18.36,49.84,1.66,0,0,0,1,1,1,,,,,,,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,11,Female,Breed1,5609.22,6.27,16.74,415879.86,85.24,43.19,30.18,21.56,1.86,0,0,0,1,1,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
Sheep,13,Female,Breed1,7253.65,4.08,13.32,300545.72,70.24,18.17,13.66,41.75,1.6,0,1,1,0,0,0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,6,Female,Breed1,4174.62,4.94,17.05,332108.86,97.85,45.23,13.29,11.11,0.94,1,0,1,1,1,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,1,Female,Breed1,12656.62,7.21,15.19,351842.66,117.32,42.93,14.17,21.47,0.65,1,1,0,1,1,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,19,Male,Breed4,7426.11,4.97,17.11,395732.64,108.39,42.3,20.38,34.13,1.29,1,0,1,1,0,0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,12,Female,Breed3,10477.21,6.92,14.76,302319.93,72.91,45.67,37.85,19.09,1.02,0,0,0,1,1,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,6,Female,Breed2,4431.4,4.74,11.73,183570.01,117.07,45.48,44.45,40.43,1.34,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Frog,18,Male,Breed3,11870.06,6.43,14.61,265590.52,105.07,46.69,27.44,37.03,1.1,1,1,0,1,0,1,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,13,Female,Breed3,9823.44,6.51,11.43,366060.62,69.3,45.18,32.21,49.64,1.07,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,7,Male,Breed2,11974.78,7.01,11.13,337139.68,94.77,34.28,18.25,33.37,1.87,1,1,0,0,0,0,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,13,Female,Breed1,12685.21,5.75,15.23,376047.54,117.99,16.31,41.64,40.72,1.5,0,1,0,0,0,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,8,Male,Breed2,4981.67,6.53,17.58,299986.12,65.81,34.37,45.53,12.98,1.5,0,1,0,0,1,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,17,Male,Breed1,10359.01,5.95,14.71,202321.43,76.26,47.69,29.42,11.72,0.7,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Chicken,9,Male,Breed2,11149.38,7.79,16.37,184562.26,82.45,48.71,16.43,33.27,1.08,1,0,1,0,1,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horse,20,Female,Breed4,9683.91,6.09,11.35,294378.58,66.94,39.14,10.2,49.41,1.64,1,0,1,1,1,1,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,13,Male,Breed3,6006.5,4.84,15.23,211717.45,77.95,37.75,31.46,20.75,1.35,0,0,0,1,1,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,2,Female,Breed1,12751.57,6.67,15.86,444680.07,101.54,47.54,29.91,10.07,1.19,0,0,0,1,0,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Llama,4,Female,Breed3,14972.04,6.19,10.33,209625.89,88.63,21.65,47.03,23.64,1.96,1,1,1,0,0,1,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,2,Female,Breed1,14661.97,7.22,10.78,320035.29,85.26,16.04,11.46,39.56,0.7,1,0,0,1,0,0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,4,Female,Breed2,12552.83,4.71,16.25,150530.38,85.92,21.6,15.96,42.09,0.74,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpaca,18,Female,Breed2,8599.18,5.04,13.52,226093.52,105.58,47.96,17.91,41.24,1.34,1,1,0,1,1,0,,,,,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,5,Female,Breed2,7710.31,7.69,13.24,227741.55,119.48,18.49,31.88,13.24,1.11,1,1,0,0,1,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer,19,Female,Breed4,4754.0,7.72,17.36,371396.23,95.32,18.99,21.39,40.83,1.22,1,0,1,1,1,0,,,,,,,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,10,Male,Breed2,8579.15,5.77,17.94,298687.84,105.09,17.72,18.23,13.27,1.32,1,1,0,0,0,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,18,Female,Breed2,5716.53,4.19,16.12,153627.56,82.35,29.39,30.58,49.49,0.69,1,1,0,1,1,1,,,,,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpaca,10,Female,Breed4,6797.68,5.23,16.34,263751.28,111.64,41.86,11.63,24.82,0.91,1,0,1,0,1,0,,,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,5,Male,Breed3,13810.75,4.99,11.67,343434.33,85.22,25.27,49.01,37.74,1.31,0,1,1,1,0,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama,17,Female,Breed3,14653.78,5.66,11.54,341012.09,116.11,14.0,44.44,29.38,0.79,0,0,0,1,1,1,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,13,Male,Breed1,14434.15,5.27,17.85,166166.61,104.61,39.61,20.88,19.63,1.76,1,1,1,1,1,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,17,Male,Breed3,6126.91,7.32,15.56,428673.88,102.45,34.39,23.45,34.43,1.68,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Snake,9,Female,Breed1,13909.84,4.01,15.49,224097.32,77.41,29.17,19.84,10.64,1.35,1,1,0,0,1,1,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,12,Female,Breed1,5556.56,6.58,12.29,417457.83,107.77,48.56,47.14,30.21,1.24,1,1,1,1,0,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,14,Male,Breed3,9584.26,6.66,17.09,214024.33,66.32,28.82,36.13,11.56,1.89,0,0,0,1,1,1,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,14,Female,Breed3,11080.3,6.64,10.36,320355.09,92.28,39.3,30.85,32.71,1.63,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Rabbit,8,Male,Breed4,9087.14,6.08,12.2,271824.09,104.12,16.34,30.34,28.29,0.56,0,0,0,1,0,1,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,5,Male,Breed1,14470.21,6.44,11.44,324404.78,113.02,26.66,16.64,45.79,0.84,1,1,0,1,1,1,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,19,Female,Breed3,7665.34,7.24,15.69,299358.84,94.18,18.49,48.51,48.64,0.61,1,1,0,0,1,1,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,14,Male,Breed3,9801.15,7.14,15.72,150614.19,75.5,23.93,46.58,36.04,1.99,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Catfish,9,Female,Breed4,4829.95,4.14,14.28,255399.71,110.93,29.19,48.1,17.41,1.13,0,0,0,1,1,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,7,Female,Breed3,13374.47,4.12,10.04,153365.15,106.08,16.98,21.64,30.94,0.7,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Salmon,8,Male,Breed2,8547.0,7.36,16.99,355009.96,69.21,42.12,29.07,10.07,1.04,1,1,0,0,1,0,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,14,Male,Breed2,11705.85,6.3,17.64,406048.74,112.34,25.04,30.76,40.72,1.97,0,1,0,1,1,1,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,14,Female,Breed1,11504.7,7.83,11.62,265414.34,117.59,45.86,29.59,11.65,0.71,0,1,1,1,1,1,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,11,Female,Breed4,11438.89,5.73,16.74,307440.61,92.26,36.99,10.77,42.3,1.04,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
Turkey,14,Female,Breed3,9576.32,4.71,17.79,169751.2,62.3,17.06,43.33,20.59,0.91,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Frog,8,Male,Breed1,7052.71,5.89,12.62,265559.22,114.94,35.68,39.86,20.0,1.69,1,1,1,0,0,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,3,Female,Breed3,10876.04,5.75,11.48,191658.12,67.37,10.93,28.99,13.59,0.54,1,0,0,0,0,0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,18,Male,Breed2,14579.71,6.07,17.82,169410.55,97.99,42.3,20.7,37.43,1.92,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,3,Male,Breed3,13173.44,7.23,10.48,201609.94,84.05,48.97,35.4,24.64,1.8,0,0,0,0,1,1,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,13,Male,Breed3,5196.45,6.62,12.21,411253.18,119.52,37.11,15.53,13.6,1.05,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,
Goat,12,Female,Breed3,4255.06,4.74,15.94,444661.32,115.03,47.06,49.89,22.84,1.85,0,0,0,0,1,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,15,Male,Breed2,9488.68,6.94,14.94,413764.24,107.07,21.79,15.01,46.88,1.14,0,0,0,0,0,1,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,18,Female,Breed2,12534.12,6.37,15.48,440901.14,71.96,26.94,12.34,11.4,0.94,1,1,1,1,1,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,5,Male,Breed4,7452.93,6.31,15.66,369242.04,101.95,26.98,34.5,36.76,1.11,1,1,0,1,1,1,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,7,Female,Breed2,11713.62,6.71,15.49,197911.65,94.33,14.48,28.54,30.04,1.74,1,1,1,1,0,1,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,11,Female,Breed1,14251.13,6.26,12.74,318951.14,68.12,41.86,38.76,33.91,1.34,0,0,1,0,1,0,,,,,,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,11,Male,Breed3,9048.83,5.83,12.49,369478.82,107.68,29.8,15.12,25.67,0.83,1,1,0,0,1,1,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,15,Female,Breed2,6685.76,6.56,13.43,304038.84,65.19,29.62,24.55,29.26,0.6,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Mouse,10,Male,Breed1,14095.34,6.89,16.46,316400.17,88.9,36.74,30.04,40.37,1.41,0,1,0,0,1,1,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,15,Male,Breed2,9194.9,4.9,17.51,325857.03,85.59,16.84,27.88,29.33,1.73,0,1,0,0,1,1,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,13,Male,Breed3,8486.23,5.99,13.64,290053.93,108.37,42.41,33.32,25.05,1.78,0,0,0,0,1,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,14,Male,Breed1,7886.98,5.83,10.69,237176.54,85.65,24.63,14.07,21.03,1.73,1,0,0,1,0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
Tiger,17,Male,Breed2,8653.19,4.16,17.51,341107.54,101.66,13.19,30.15,28.02,1.27,0,0,0,1,1,0,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,13,Male,Breed2,11410.24,7.34,10.64,166052.52,88.7,17.61,32.19,33.03,1.07,0,0,1,1,0,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,10,Male,Breed1,8770.92,5.51,11.27,201278.17,94.92,20.11,45.24,24.98,1.96,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,
Salmon,1,Female,Breed4,7566.46,4.29,16.94,427578.46,74.46,17.12,32.84,46.04,1.88,1,1,1,0,1,1,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,1,Male,Breed1,12180.01,5.83,14.41,296644.88,72.15,19.69,31.89,49.84,1.63,1,0,1,1,0,0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,15,Male,Breed1,6232.69,4.65,12.82,396505.14,102.59,49.83,42.48,18.16,1.15,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
Hamster,16,Female,Breed1,6221.27,6.82,17.45,367962.21,67.34,31.51,12.6,35.77,1.96,0,0,1,1,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
Honeybee,12,Female,Breed1,11660.79,6.29,17.68,246212.72,70.56,34.12,35.92,18.25,1.06,1,1,0,1,1,1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Elephant,6,Male,Breed2,13533.77,5.08,12.65,391094.72,116.46,16.64,42.47,31.64,1.53,1,1,1,1,1,0,,,,,,,,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,6,Male,Breed1,6653.32,7.8,16.95,177396.73,75.2,11.76,13.78,25.73,0.94,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tilapia,12,Male,Breed1,6102.37,5.17,15.43,412493.48,79.4,22.41,42.46,19.82,1.75,0,1,1,1,0,1,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,15,Female,Breed3,11373.36,6.22,12.2,354168.0,97.99,40.79,41.49,23.68,1.79,0,0,0,0,0,0,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,4,Male,Breed2,10828.83,7.21,17.53,428121.7,86.42,32.35,10.04,14.93,1.26,0,0,0,1,0,0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,4,Female,Breed3,8919.78,6.06,10.5,418653.12,93.54,10.43,19.85,13.18,1.34,1,1,0,0,1,1,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,2,Male,Breed2,5054.47,7.84,12.54,264078.61,68.68,41.55,16.05,28.01,1.92,1,0,0,1,0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
Salmon,12,Male,Breed4,5009.64,7.38,13.17,407049.76,100.34,14.16,30.45,42.61,0.71,0,0,0,0,1,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,7,Female,Breed4,12550.76,7.68,15.53,318904.82,69.4,27.62,46.56,37.32,1.21,0,1,0,0,1,1,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,20,Male,Breed2,8969.46,5.49,10.31,197134.29,104.86,49.98,34.11,33.81,1.29,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Alpaca,9,Male,Breed4,13437.64,6.19,17.12,398865.26,91.42,14.85,34.07,26.82,1.72,0,1,0,0,0,0,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,9,Male,Breed4,10322.07,7.36,15.27,422375.93,108.97,42.6,14.91,28.74,1.67,1,0,1,0,1,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Cow,8,Female,Breed2,10806.12,7.61,12.2,175364.16,70.36,41.97,36.66,10.86,1.4,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Snake,14,Male,Breed1,14276.14,7.78,15.27,429165.85,82.65,27.8,45.53,47.61,0.73,1,0,0,0,0,1,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
